Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
91.107.136.180-192.168.1.36-25393-22-6,91.107.136.180,25393,192.168.1.36,22,6,07/07/2017 09:00:28,160174,2018,6,77.9387,593.6795,58335,9,12.0939,45032,836,180.8907,3294651.880498498,35333.05296832019,1290.5104,347.0155,62613,72,228.9469,133.9966,13425,105,313.3515,1321.4835,1,3,1,5,992.9402,142.8531,530.5083,8.4747,665,21511,660.1491,361.216,31404.0019,0,1,1,1,3,3,4,5,442.3839,217.2447,1344.8894,210.0197,184.7358,1095.0137,527.3035,644.0831,1186.615,371.6796,644.6206,32527,553.3966,37345,3515,39537,205.4457,606.9269,282.9698,195.8755,7152,802,1346.8688,477.3358,64865,395,DDoS
192.168.3.88-192.168.0.98-5677-25-6,192.168.3.88,5677,192.168.0.98,25,6,07/07/2017 09:01:13,2655765,9,24,954.453,770.367,2187,601,101.2989,34365,220,59.7403,43054.6187964437,113.8918875602057,90.7033,394.645,37550,643,712.6291,1150.665,55518,718,402.2774,960.8059,4,4,1,2,83.5971,79.0216,920.9249,974.3134,159,42827,586.0973,317.1471,41726.3235,2,1,5,2,15,5,0,2,698.6759,729.9584,1269.7022,86.8589,129.3192,651.7254,680.0578,913.2486,463.9351,1112.5403,740.6582,15655,12.665,17984,1487,21473,496.4129,346.7051,775.8343,411.2534,33980,170,557.8041,374.8882,35227,750,BENIGN
185.58.136.197-192.168.0.7-22979-8080-17,185.58.136.197,22979,192.168.0.7,8080,17,07/07/2017 09:00:39,137861,4823,10,859.3598,166.8814,20618,261,1159.9934,15117,233,1111.1699,431496.65486760746,23032.28999513166,3.8528,429.3445,1610,250,45.9815,545.9647,19671,183,931.1601,1286.2278,4,5,5,5,419.3693,321.802,416.2566,720.2879,277,10208,857.3039,59.7005,33666.2858,0,368,0,0,3,1,1,4,981.4139,954.0794,103.3897,697.6413,423.4603,1267.2698,490.9514,829.6371,11.9538,301.0067,563.8067,39834,739.576,31795,60807,48270,591.6909,493.3607,1158.9199,97.7112,32129,154,9.5668,205.0181,30539,554,DoS Slowhttptest
192.168.0.7-192.168.3.57-1119-8080-0,192.168.0.7,1119,192.168.3.57,8080,0,07/07/2017 09:00:56,872987,14,33,43.9003,231.4726,54140,717,1343.3669,60091,997,1121.8491,49157.475520555396,84.25326047956763,871.1559,252.7139,51688,76,591.8958,93.4243,17132,242,291.676,1276.3706,3,5,5,2,318.0577,271.9559,74.6874,202.7126,798,14283,233.1158,82.1875,23302.7556,0,0,3,4,2,0,4,2,964.6347,207.6362,462.4616,397.5119,179.8703,236.4231,1029.0823,1239.58,1045.317,60.4947,835.9248,42964,148.3238,32534,46627,51936,513.4597,677.1834,390.2502,495.3383,4073,974,606.5883,226.1006,32748,96,BENIGN
165.174.57.76-192.168.0.152-8983-80-6,165.174.57.76,8983,192.168.0.152,80,6,07/07/2017 09:01:06,116543,1170,3,582.3238,258.8207,9828,22,1495.7421,25919,924,968.9803,4127183.405182361,18925.867318891884,1213.948,45.9893,43456,125,42.6963,691.4924,22018,946,573.8842,1232.5281,3,3,0,3,683.2129,172.8072,214.7161,187.1511,286,58459,1325.1357,17.3247,30958.8274,0,645,1,5,0,5,2,3,411.9922,550.6887,91.4686,419.664,205.854,299.1867,1326.9788,788.7211,946.1316,1203.2521,794.8462,50134,781.9158,47069,62873,63527,344.0341,565.6511,482.4066,135.2178,3416,326,895.6745,14.6517,36822,59,DoS Hulk
168.255.202.227-192.168.2.40-24448-21-6,168.255.202.227,24448,192.168.2.40,21,6,07/07/2017 09:00:08,1511468,44,39,354.8046,839.2223,22768,180,354.8267,41681,825,1107.1577,6622.138712065511,73.79446119278305,538.1747,295.7812,46095,970,567.6514,213.1534,24672,856,988.0062,1322.4395,3,4,2,1,490.4364,90.2574,232.6234,218.8089,539,62650,1.0252,458.9481,10073.2192,1,1,1,23,29,2,5,1,918.7808,844.2841,485.3832,32.8693,879.9138,1375.8362,1161.5497,1269.7213,1291.0042,1440.8381,373.5908,51851,586.0167,44113,39552,42284,136.4517,157.5039,1423.0403,395.9213,63858,664,475.9251,353.5915,46769,228,SSH-Patator
112.80.232.1-192.168.3.9-25821-23-0,112.80.232.1,25821,192.168.3.9,23,0,07/07/2017 09:00:57,66767,1555,0,182.0818,318.2169,28953,654,848.3254,65035,144,496.7526,4746501.115895374,47460.558912570195,116.71,173.4051,41879,171,636.1868,1444.6194,44007,457,11.3956,314.5264,5,0,2,2,787.02,720.4136,48.1475,438.2201,429,21802,1326.828,246.541,18935.6287,0,400,4,4,0,3,0,3,788.73,578.0555,1137.3653,338.3741,676.9311,1198.7918,50.1192,30.117,391.6916,157.0876,341.8082,49212,160.9045,9830,12203,44295,594.0305,613.6447,724.1052,15.4966,21626,621,1334.6299,78.5519,13272,339,DDoS
192.168.0.24-192.168.0.195-46715-25-0,192.168.0.24,46715,192.168.0.195,25,0,07/07/2017 09:01:19,4531900,17,18,153.5899,360.8289,56047,89,441.8242,62957,204,145.4803,14940.29231931015,19.635226319747197,310.4295,319.0953,10739,484,843.7691,462.5301,52096,482,489.0968,991.5601,0,5,4,3,184.8812,885.4927,369.4017,445.7753,269,57637,697.5869,113.1211,13428.0997,2,1,0,8,15,1,5,5,96.7026,668.1412,1212.2702,620.98,1134.6853,341.2691,91.4756,580.6591,783.8734,1448.4416,687.0679,62236,572.7143,30886,62424,39171,78.955,902.7772,1071.4585,251.0507,19326,123,1423.8822,224.5199,21910,995,BENIGN
192.168.0.24-192.168.0.152-3820-8080-6,192.168.0.24,3820,192.168.0.152,8080,6,07/07/2017 09:01:26,3653343,13,40,388.0992,397.355,42746,877,414.3012,60051,939,1310.1994,7479.124711617789,119.2120071012402,1179.826,311.529,54997,115,414.4424,222.2996,13133,947,105.6348,1169.317,2,4,2,3,264.1366,654.7877,572.0232,473.0466,176,36099,604.4609,309.1222,34040.6432,2,1,3,1,2,0,3,2,690.5138,49.291,712.8273,402.8765,558.661,506.7991,1190.4781,466.4239,1264.2699,1287.3522,684.852,29878,134.3855,58079,42056,35313,728.7994,604.9791,133.9303,220.8583,53368,758,726.6905,258.2507,49009,840,BENIGN
192.168.3.9-192.168.1.36-21413-25-17,192.168.3.9,21413,192.168.1.36,25,17,07/07/2017 09:00:12,4399031,37,1,456.4487,918.0311,26097,280,552.5279,60846,517,595.4134,8769.49406503808,175.09852094702066,1384.6104,340.5872,31711,381,488.7867,669.1551,62204,600,551.3337,516.3735,2,5,5,0,285.0694,386.5657,162.9074,572.2581,988,28091,1285.6668,323.6899,33884.7623,0,0,2,3,1,5,3,4,20.0524,780.3037,1151.3591,13.347,1367.2732,971.0573,901.7129,12.6956,378.5857,1207.6284,305.4597,36094,423.8068,49345,45706,60161,251.9987,466.698,1015.7942,412.1554,52055,598,153.4682,255.7569,49051,574,BENIGN
57.70.252.24-192.168.1.184-20584-443-17,57.70.252.24,20584,192.168.1.184,443,17,07/07/2017 09:00:06,144956,2763,4,188.3601,517.2936,31496,921,85.162,52965,676,479.3786,1342677.1942361596,35699.141890803694,209.8943,12.7276,65191,302,259.4263,627.8485,50891,754,35.319,1062.1034,4,1,2,5,713.3693,686.3181,638.3136,475.7352,963,46988,760.9723,422.7096,42031.9347,0,913,4,5,2,1,2,0,470.7809,740.9189,1087.78,838.5475,1368.9371,1420.3851,1349.3867,981.652,333.3803,334.9919,871.4322,55112,788.0904,43426,48717,34152,585.5707,463.7606,176.6722,26.8385,9334,483,1334.1391,250.2387,50026,542,DDoS
192.168.2.63-192.168.0.152-10026-21-17,192.168.2.63,10026,192.168.0.152,21,17,07/07/2017 09:00:38,4777503,30,9,986.6404,313.4141,7603,4,678.0798,27444,779,1160.3134,15887.534536670573,143.2758569939522,864.4184,79.2176,11539,132,614.4797,950.2313,52873,439,965.3278,574.9746,0,4,1,5,373.1014,14.0771,322.2131,833.2287,195,2348,1015.1222,313.3435,12441.1561,1,0,5,5,20,2,2,1,102.7082,503.3365,459.1726,97.9305,68.5775,1422.6951,683.8895,780.4326,786.1765,650.4978,686.7802,17536,342.7328,64248,47087,24697,164.8835,906.8942,1218.0125,9.5624,29402,744,1477.3193,105.5951,2872,603,BENIGN
76.185.98.181-192.168.3.151-47627-80-17,76.185.98.181,47627,192.168.3.151,80,17,07/07/2017 09:01:24,134107,4480,9,836.12,48.2351,15176,426,666.4714,16199,560,379.1074,290505.45982959936,49736.67156602471,1052.8023,102.7475,1219,308,420.8715,151.4698,35386,637,605.6343,205.7453,0,4,5,4,117.7346,114.0126,106.2637,198.6467,204,34471,1247.2482,486.5599,17896.0918,0,677,3,0,5,2,1,0,548.1388,910.3566,1032.3059,720.9959,351.7579,19.1241,133.5043,165.6464,861.2291,741.156,949.446,9836,723.5636,13276,33540,30298,456.7512,977.291,396.1875,25.0401,22898,895,59.1668,145.2836,40987,436,DoS Hulk
76.185.98.181-192.168.2.63-1657-22-0,76.185.98.181,1657,192.168.2.63,22,0,07/07/2017 09:01:03,172312,3028,7,814.9643,182.8694,52530,409,1443.4649,35629,855,578.5732,4777691.3246359285,13781.315229717931,1276.0074,399.9495,21860,115,132.5116,1089.6167,20892,106,416.0277,886.1255,4,5,3,1,611.3232,779.1643,611.3584,862.5758,901,17125,724.6195,244.0614,44379.6964,0,750,3,0,2,0,0,2,654.9736,12.3602,1302.4984,787.2269,1115.4357,1085.6603,335.9774,1433.6421,1309.7153,778.6495,688.2416,12483,432.8479,32581,63167,45318,663.7106,641.4045,222.9817,413.2189,7152,11,965.0981,78.4637,61510,872,DoS GoldenEye
75.40.119.222-192.168.1.36-50269-53-17,75.40.119.222,50269,192.168.1.36,53,17,07/07/2017 09:00:24,145834,512,8,459.0946,801.2613,58733,90,1284.8838,58598,323,178.0603,1152397.289685555,32344.207083750967,746.06,326.6865,13453,413,412.3385,835.6965,22,845,90.8955,906.3049,4,5,2,4,562.3326,654.596,456.2079,340.8542,845,7113,1224.883,422.1587,16598.6313,0,412,4,1,0,4,3,5,657.1672,715.9135,171.035,1138.9799,332.6207,512.0357,1244.8258,1446.6505,437.9753,782.9776,702.0961,6000,896.8771,64542,18408,53636,106.9615,610.8518,281.3151,465.1081,51497,220,685.569,390.7102,44293,110,DoS Hulk
68.22.235.138-192.168.2.27-9099-53-17,68.22.235.138,9099,192.168.2.27,53,17,07/07/2017 09:01:07,2614757,27,36,924.3709,781.0815,23226,708,867.8316,16827,106,581.1084,532.5322075019219,60.21604477348082,900.819,441.3479,50418,428,979.5008,1373.8654,32537,280,397.87,514.2882,2,3,1,1,412.7455,700.0143,748.4269,298.9131,718,41144,1067.8115,467.756,31629.1642,3,5,1,23,35,1,4,5,290.5795,345.2936,1008.5606,1472.0032,975.1296,1437.4897,755.8402,1041.468,483.5721,173.1079,352.2378,62963,582.8063,54719,37477,55363,808.3048,522.73,37.9082,72.6634,7419,204,400.4674,392.7661,37567,699,FTP-Patator
192.168.2.63-192.168.1.184-14393-25-6,192.168.2.63,14393,192.168.1.184,25,6,07/07/2017 09:00:37,3797637,7,39,237.5955,784.3072,37701,709,996.7404,50014,396,624.8494,43414.965145355076,148.02874979448356,1182.1673,342.5744,7051,13,743.67,304.6308,58073,849,225.5485,950.6827,5,5,2,4,546.6151,603.387,776.1467,964.2898,301,58827,266.1388,341.3294,9348.8291,2,0,1,8,12,5,4,0,377.1982,428.5078,834.8979,195.0998,875.9791,382.5242,495.8442,1064.5339,232.2085,230.5551,322.63,6665,773.6609,39472,64297,46934,72.8808,707.6816,788.0926,478.4939,8936,805,757.7105,207.9656,52876,94,BENIGN
192.168.0.24-192.168.3.57-22720-3389-17,192.168.0.24,22720,192.168.3.57,3389,17,07/07/2017 09:00:23,4451147,31,35,240.3479,642.2644,31958,981,59.8159,42065,390,1373.8986,41202.05120616759,196.23607292425166,1417.4815,192.938,37070,25,911.3359,1233.1636,49146,526,802.8167,668.3353,0,2,5,1,320.3128,82.3454,95.9564,971.6288,791,960,940.3996,105.3907,31475.7242,0,0,1,5,14,5,3,0,205.5796,828.7487,1317.9558,1112.0626,652.8566,1225.1315,108.1807,1029.0653,35.6294,1075.3024,37.8863,9600,54.2681,33018,9232,29837,910.9866,407.6328,676.6885,202.224,41471,17,584.2528,59.1529,773,656,BENIGN
32.193.40.142-192.168.2.27-4006-443-17,32.193.40.142,4006,192.168.2.27,443,17,07/07/2017 09:01:40,55645,2474,10,395.1133,660.7232,62126,160,800.2016,17875,764,586.4888,1541686.013732112,4782.008461170739,1196.2269,272.8622,18884,305,677.289,1371.2534,48906,980,949.4651,830.2863,4,1,0,0,5.0298,596.6549,537.152,946.9794,312,27532,1122.4449,451.7732,17192.5825,0,783,3,3,3,5,4,1,160.9544,220.788,1252.1226,291.4893,272.037,1199.4901,1278.3767,1277.0816,1398.5548,1491.4696,461.2652,9587,290.6527,8829,32858,12871,197.4176,580.5957,1427.3099,178.5692,30740,102,427.7057,34.9044,25362,325,DoS GoldenEye
187.125.83.119-192.168.0.98-44239-23-0,187.125.83.119,44239,192.168.0.98,23,0,07/07/2017 09:01:04,296512,4743,5,246.1751,221.5257,57163,283,1260.1651,17603,695,1099.4592,4048113.8349760254,47953.61663551044,1316.8287,231.4242,47020,793,305.4718,827.5077,23038,661,606.6277,1262.6895,1,4,1,2,733.5446,626.6189,727.4254,892.1052,869,4088,1218.9636,289.4504,38460.0127,0,172,1,0,2,0,4,2,543.4693,998.7282,708.1559,1162.7959,548.7279,334.96,1158.2173,1099.8402,436.4987,697.0517,510.412,52007,363.8656,1388,31310,21737,757.2061,140.3707,238.8336,283.1786,19162,753,1098.0067,469.5876,5297,224,DoS Hulk
163.186.83.95-192.168.1.36-18348-3389-6,163.186.83.95,18348,192.168.1.36,3389,6,07/07/2017 09:00:05,1367273,76,55,103.225,968.4414,35847,854,1112.8646,22786,385,980.513,3209.385234197216,40.22556717576567,547.9452,326.6683,10202,529,251.5864,1459.0112,29215,528,405.8422,1225.8551,2,3,3,4,6.5977,882.0342,439.8987,229.9908,526,36806,317.2757,93.4528,18111.1472,0,4,5,6,25,0,5,1,414.6137,330.2248,170.008,1012.8441,718.5317,886.1863,970.8889,616.3488,365.5055,191.8277,592.3477,17658,629.5404,5136,19249,7328,166.3414,922.4469,774.961,202.7282,2440,899,1079.3209,330.8725,37152,969,FTP-Patator
192.168.1.179-192.168.0.98-31918-53-6,192.168.1.179,31918,192.168.0.98,53,6,07/07/2017 09:00:25,3446762,39,9,167.7217,685.5912,59437,610,885.894,30122,387,578.1928,39751.341905996516,164.18040943603424,162.8552,101.1743,55023,846,149.5612,144.4479,62373,923,614.7482,58.5548,4,4,0,0,482.2409,130.3288,603.4747,827.5218,918,56557,783.0663,185.1887,2171.9142,2,0,4,8,8,3,1,3,789.5556,381.2365,883.5721,1112.0911,1142.3088,1045.0614,146.5754,200.8247,715.7119,348.7693,859.0532,37128,598.2923,53562,33791,24775,5.4695,743.6457,10.6711,261.2703,942,384,981.8192,343.8834,41405,418,BENIGN
192.168.0.152-192.168.0.195-43725-23-17,192.168.0.152,43725,192.168.0.195,23,17,07/07/2017 09:01:39,3554091,37,23,783.7884,482.4678,48524,572,832.367,33263,314,866.4767,30632.845782864617,198.3638354970577,1161.2917,199.0649,18096,875,863.8305,178.6286,30116,457,783.1093,1423.8678,0,1,4,3,786.0811,800.8537,614.0254,684.5644,53,21068,583.6555,317.9383,40218.468,0,1,1,6,17,3,4,3,88.1407,263.092,556.2527,913.5433,1086.7421,1396.0275,600.9673,984.2628,429.7039,1445.2947,57.463,22973,640.2913,57536,1403,26438,850.5676,930.7585,777.2299,97.3732,30365,629,254.2243,18.0306,31359,670,BENIGN
192.168.3.9-192.168.1.36-19107-8080-17,192.168.3.9,19107,192.168.1.36,8080,17,07/07/2017 09:01:19,3402169,38,12,726.1387,559.1139,45625,355,1444.9315,36242,231,909.5451,25935.360779365816,147.5166452592058,291.7878,464.8569,609,267,175.0348,759.3571,9487,515,294.2518,1420.5232,4,2,4,4,250.1415,442.7686,377.0803,483.6299,249,44520,1441.8581,229.4242,23036.0221,0,0,4,8,9,0,3,0,257.8198,382.6732,1182.984,330.5735,1051.7642,1200.2421,618.639,529.6444,803.4779,1051.2278,263.3497,37655,93.0094,44825,9965,23394,476.5555,353.5379,1341.4744,134.5379,24925,510,1105.6684,117.4307,31726,893,BENIGN
192.168.1.60-192.168.0.24-55742-21-0,192.168.1.60,55742,192.168.0.24,21,0,07/07/2017 09:00:43,895974,8,5,848.0106,371.1965,41342,504,1347.1818,36009,502,274.3078,33823.02503133867,132.8531036249298,1146.3935,255.5668,52150,227,750.1694,192.3689,55466,489,939.6544,48.844,2,3,5,1,457.196,120.3682,518.2051,315.6513,8,1549,1011.1546,189.714,5037.3913,0,2,2,8,1,4,2,1,548.5634,237.1392,707.018,919.6261,548.8862,748.155,315.7987,1051.0689,558.4644,1281.4891,279.6295,23578,571.4097,29958,13090,35382,804.0876,555.34,1284.4631,98.0316,19601,484,1208.5025,88.3036,65483,137,BENIGN
185.134.91.130-192.168.2.40-36019-3389-17,185.134.91.130,36019,192.168.2.40,3389,17,07/07/2017 09:00:37,1179389,74,6,838.9717,96.3019,43864,266,541.443,33779,352,29.753,31992.47176869354,276.526727208297,181.8562,433.6843,26077,590,575.8945,973.6964,22877,799,284.6087,487.6354,4,3,5,3,889.6324,381.071,286.5236,631.7122,148,21964,960.871,464.2833,21090.8244,0,0,4,8,15,4,3,0,79.1119,343.6255,470.2231,979.5196,1065.6502,908.0775,593.183,1331.5377,1171.4611,1408.1548,747.8955,59020,413.9891,24102,3027,16389,727.7724,662.0225,1410.656,350.3485,10494,215,250.3657,51.5047,8361,959,Infiltration
36.126.134.192-192.168.2.63-2751-8080-0,36.126.134.192,2751,192.168.2.63,8080,0,07/07/2017 09:01:35,43647,951,4,229.356,737.5932,58085,641,189.6176,22361,29,52.7325,3109605.749835134,4673.407699273651,535.2619,457.6362,62410,478,974.9815,810.8762,35705,561,444.8449,1454.3134,5,4,1,4,597.5842,631.0475,635.8511,563.9845,536,40587,1363.3847,240.8258,11356.4222,0,953,0,3,2,3,2,2,412.2038,155.7175,15.8337,784.9744,1137.4402,204.4507,430.1434,802.6483,1031.6549,737.8975,755.4727,39270,9.1326,56418,38393,30305,796.7674,548.2122,282.8565,441.081,57292,404,374.8442,357.469,51081,848,DoS Slowhttptest
192.168.0.144-192.168.1.36-28695-21-0,192.168.0.144,28695,192.168.1.36,21,0,07/07/2017 09:01:36,2281569,19,34,110.3564,455.343,59345,278,1050.7089,64486,192,480.9656,40459.551590041956,82.87432336439285,228.224,484.8581,2900,190,972.3326,423.1718,16389,732,438.4166,12.3061,0,1,0,3,217.1881,420.243,785.7253,498.3958,380,60776,1045.4022,15.8686,4011.1549,0,0,1,2,9,0,2,3,71.3847,470.1468,288.2884,1262.3089,1225.8761,1242.3781,182.9423,1152.2185,373.4435,1156.838,442.9609,4392,199.1799,12315,27321,61974,389.123,961.2139,1404.3229,79.3057,5529,762,1406.1314,260.4631,33202,492,BENIGN
26.194.142.117-192.168.3.151-59188-80-0,26.194.142.117,59188,192.168.3.151,80,0,07/07/2017 09:00:28,59207,2033,10,119.6496,789.1438,1170,992,62.9901,62294,704,894.3184,2199100.1703317594,1245.8514108086924,557.098,44.74,20669,511,91.4016,927.9673,7871,61,355.5177,230.8777,4,0,1,3,232.6746,981.6757,788.5618,756.6975,824,57503,1099.7832,10.6764,18888.4468,0,813,5,2,4,1,2,0,485.3021,437.5,442.0719,1045.5567,284.6638,279.9401,521.497,1098.6036,412.9867,1247.0244,914.474,21016,68.8766,20319,58901,38754,819.4186,541.606,681.1185,387.959,49681,751,278.3014,9.3599,47720,794,DDoS
187.125.83.119-192.168.1.36-44165-25-17,187.125.83.119,44165,192.168.1.36,25,17,07/07/2017 09:00:25,699,2,0,110.4641,523.2005,8739,44,1252.79,17009,182,1310.2392,613.0392423505267,3293.74039513666,303.1185,242.6851,12943,32,571.0122,1254.4493,64213,538,623.9705,885.4514,0,2,1,4,717.8452,13.0861,921.0352,655.7494,950,10480,702.0887,319.4584,18046.3026,0,3,5,0,1,3,2,5,58.3,616.9333,793.5312,1101.4505,1251.6847,116.9031,323.8501,779.2279,151.8377,346.527,385.3311,25312,526.192,32605,23448,54419,746.1084,766.2834,864.8455,337.2463,55977,904,156.1536,396.2308,52632,516,PortScan
192.168.3.9-192.168.1.246-40340-53-17,192.168.3.9,40340,192.168.1.246,53,17,07/07/2017 09:01:59,4615416,21,23,545.6262,375.0631,33303,368,1442.4777,58654,982,595.6358,20675.930254405732,126.83154402600466,1089.4699,491.4782,2136,530,135.0857,1335.4868,860,307,984.3944,322.2342,2,0,5,2,919.1121,511.2715,570.6682,571.6118,96,4946,690.5547,78.0536,13249.409,1,2,4,3,18,1,1,2,811.0742,91.9051,599.6974,1376.8227,1101.3989,1085.3708,1189.3563,259.3537,1238.5579,1034.3927,576.2325,12499,595.2312,39373,4898,50010,78.4774,55.9227,1156.3523,173.9651,56925,426,1395.3691,60.2703,29716,765,BENIGN
57.70.252.24-192.168.0.7-42566-8080-6,57.70.252.24,42566,192.168.0.7,8080,6,07/07/2017 09:00:41,21591,2715,8,50.5198,731.5786,51495,994,668.4244,11807,227,647.9035,2846318.825262942,16678.16556892454,1179.5524,74.0062,44062,84,475.8547,1117.9726,52322,268,85.079,752.7347,5,1,1,3,559.2962,487.8611,652.2484,196.0993,630,32275,363.4726,133.1285,21503.2866,0,714,5,1,1,4,0,0,671.7476,423.5406,522.4618,481.1075,890.8157,36.3102,457.2283,1481.4779,924.3315,1485.2388,442.2101,19112,440.4634,30603,26173,48997,155.9912,728.4868,128.7217,369.7908,31856,971,931.5037,73.8385,37707,14,DDoS
192.168.0.174-192.168.1.184-30519-53-6,192.168.0.174,30519,192.168.1.184,53,6,07/07/2017 09:00:45,4514116,14,13,376.6067,906.0403,5699,261,255.4795,37226,205,1183.7827,27366.568277112892,150.19585217611692,926.9472,26.5426,1092,68,388.6451,406.9656,47214,885,107.8914,438.7434,5,3,1,3,508.5403,709.6888,903.8721,484.6622,611,11537,279.6261,250.3254,22899.3131,1,2,5,2,0,0,0,1,922.2701,304.9275,734.8993,1116.5861,27.5583,1026.467,533.0672,453.4893,1493.9916,1467.8817,275.8783,8127,625.7924,50747,3862,36725,225.5827,341.7862,589.2699,68.6303,50096,533,1440.9085,306.2242,29809,427,BENIGN
192.168.0.152-192.168.0.195-64629-23-0,192.168.0.152,64629,192.168.0.195,23,0,07/07/2017 09:00:45,4549586,9,13,688.5321,898.6432,17727,440,1493.5287,19025,671,1399.5449,32658.385039232435,116.4156247824437,1375.6682,158.7481,15517,188,317.5976,1319.4572,3864,783,318.6874,1459.3441,3,2,3,5,933.7685,894.1301,933.25,273.7962,797,24632,160.1571,92.3732,38122.3742,0,2,4,2,9,4,2,4,567.0431,230.9113,348.2738,1031.0668,538.892,1032.2119,714.9033,753.4869,907.0676,1068.0287,373.9594,50785,491.4456,18024,21467,25330,226.2731,408.5892,1453.2226,462.7175,54138,227,1113.55,494.1217,26812,67,BENIGN
192.168.1.179-192.168.0.98-33132-3389-17,192.168.1.179,33132,192.168.0.98,3389,17,07/07/2017 09:02:04,3587597,26,2,939.1391,571.9345,5047,533,163.9744,59886,846,1316.6505,30435.704900272605,164.95353870007878,1316.6699,122.8608,51853,752,39.2516,581.0968,6461,194,291.1794,597.0598,2,2,3,1,422.4622,613.1343,54.5467,516.9697,145,60762,1244.8403,225.849,36132.3396,1,2,0,6,19,1,4,5,546.4071,393.0667,485.1914,37.3682,680.5211,1344.9263,1343.6924,1323.8227,135.2695,486.1122,648.5764,21495,718.3747,16193,11952,14963,706.2267,634.0724,127.9598,353.6396,20958,387,825.5188,21.953,22398,934,BENIGN
192.168.0.152-192.168.3.9-57962-22-6,192.168.0.152,57962,192.168.3.9,22,6,07/07/2017 09:01:49,431423,27,19,898.5419,960.4339,463,637,1148.0937,1600,469,746.4414,15544.96344130539,153.84176926100804,747.9634,403.7273,64679,243,216.8738,989.2059,59472,419,441.8754,901.8248,0,1,4,2,619.766,557.5486,825.2525,48.9188,151,7217,979.9153,18.3605,42691.4644,1,1,5,2,3,4,4,2,331.1111,87.7027,163.3315,1490.6028,242.0028,426.5708,991.3869,1049.7702,858.4239,843.2658,966.2933,47210,931.4798,12206,39229,42312,368.5694,378.9394,101.5,213.6619,8509,299,706.2253,61.0116,35968,337,BENIGN
165.234.73.68-192.168.0.24-46625-21-0,165.234.73.68,46625,192.168.0.24,21,0,07/07/2017 09:00:09,299560,4433,1,427.0536,847.798,34034,538,862.714,46380,949,194.5697,2444131.766886763,34588.386773590086,843.9515,259.8529,65239,504,807.9804,1325.4955,30503,725,290.4881,290.3332,0,0,3,5,796.7326,737.4684,207.3308,615.308,424,54269,68.2383,174.825,40302.1759,0,956,1,5,2,0,5,1,690.0171,254.4175,101.7541,450.426,824.9904,1150.5489,170.7551,499.9243,594.074,853.3823,960.1128,23020,194.0156,44294,62797,62193,797.2544,645.6522,722.2433,313.6002,43923,473,1175.9835,206.9765,7342,855,DoS Hulk
150.219.204.93-192.168.3.57-37408-25-6,150.219.204.93,37408,192.168.3.57,25,6,07/07/2017 09:00:30,359395,2817,5,983.6188,626.5108,21753,584,908.5336,24560,609,175.267,377754.5545219314,7890.592853596589,1173.5159,154.1407,41222,726,31.6282,620.8044,65149,898,237.6422,677.8595,2,1,4,2,175.0127,374.2157,37.395,202.0984,94,58166,758.992,399.5126,45247.79,0,860,1,0,2,1,2,3,732.4411,523.628,1163.2998,214.9426,1307.6985,1233.2078,1407.0358,1015.0759,199.0757,1086.8559,459.3684,15182,4.1099,5771,11413,43684,466.8759,46.1398,780.8666,329.4921,40957,23,866.3398,156.0714,27504,328,DoS Hulk
